"year","time","rank","artist","album","song_title_clean","k_title","e_title","k_length","e_length","eng_label"
2022,39,188,"NCT 127","질주 (2 Baddies) - The 4th Album","불시착 (Crash Landing)","불시착","",3,0,1
2022,39,191,"NCT 127","질주 (2 Baddies) - The 4th Album","LOL (Laugh-Out-Loud)","","LOL",0,3,1
2022,40,1,"지코 (ZICO)","스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","새삥","새삥","",2,0,0
2022,40,3,"BLACKPINK","BORN PINK","Shut Down","","Shut Down",0,9,1
2022,40,8,"10cm, BIG Naughty (서동현)","딱 10CM만","딱 10CM만","딱  만","CM",4,2,1
2022,40,14,"윤미래, 비비(BIBI)","스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","LAW","","LAW",0,3,1
2022,40,89,"잔나비","봉춤을 추네","사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네","사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네","",53,0,0
2022,40,94,"잔나비","MONKEY HOTEL","뜨거운 여름밤은 가고 남은 건 볼품없지만","뜨거운 여름밤은 가고 남은 건 볼품없지만","",22,0,0
2022,40,150,"태연 (TAEYEON)","당신이 소원을 말하면 OST Part.9","너와 나 사이","너와 나 사이","",7,0,0
2022,40,192,"이승윤","멘탈코치 제갈길 OST Part 3","I Remember You","","I Remember You",0,14,1
2022,40,197,"잔나비","She (Hidden Track No.V 1월 선정곡)","She (Hidden Track No.V 1월 선정곡)","","She",0,3,1
2022,41,1,"지코 (ZICO)","스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","새삥","새삥","",2,0,0
2022,41,3,"BLACKPINK","BORN PINK","Shut Down","","Shut Down",0,9,1
2022,41,8,"10cm, BIG Naughty (서동현)","딱 10CM만","딱 10CM만","딱  만","CM",4,2,1
2022,41,12,"강민경, 잔나비","우린 그렇게 사랑해서","우린 그렇게 사랑해서","우린 그렇게 사랑해서","",11,0,0
2022,41,35,"김호중","나의 목소리로","나의 목소리로","나의 목소리로","",7,0,0
2022,41,43,"김호중","삼남매가 용감하게 OST Part.1","그중에 그대를 만나","그중에 그대를 만나","",10,0,0
2022,41,46,"김호중","인생은 뷰티풀: 비타돌체 OST","인생은 뷰티풀","인생은 뷰티풀","",7,0,0
2022,41,97,"TREASURE (트레저)","THE SECOND STEP : CHAPTER TWO","HELLO","","HELLO",0,5,1
2022,41,113,"슬기 (SEULGI)","28 Reasons - The 1st Mini Album","28 Reasons","","Reasons",0,7,1
2022,41,154,"HYNN(박혜원)","끝나지 않은 이야기 (The Story of Us)","끝나지 않은 이야기 (The Story of Us)","끝나지 않은 이야기","",10,0,1
2022,41,180,"다이나믹 듀오 (Dynamic Duo)","시간아 멈춰","시간아 멈춰","시간아 멈춰","",6,0,0
2022,42,1,"지코 (ZICO)","스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","새삥","새삥","",2,0,0
2022,42,4,"크러쉬 (CRUSH)","Rush Hour","Rush Hour","","Rush Hour",0,9,1
2022,42,8,"10cm, BIG Naughty (서동현)","딱 10CM만","딱 10CM만","딱  만","CM",4,2,1
2022,42,12,"강민경, 잔나비","우린 그렇게 사랑해서","우린 그렇게 사랑해서","우린 그렇게 사랑해서","",11,0,0
2022,42,20,"Stray Kids (스트레이 키즈)","MAXIDENT","CASE 143","","CASE",0,4,1
2022,42,64,"DKZ","7th Single Album `CHASE EPISODE 3. BEUM`","호랑이가 쫓아온다 (Uh-Heung)","호랑이가 쫓아온다","",9,0,1
2022,42,67,"마마무(Mamamoo)","MIC ON","ILLELLA (일낼라)","","ILLELLA",0,7,1
2022,42,89,"경서예지, 차가을","TIMELESS (데시벨B X 경서예지, 차가을)","TIMELESS","","TIMELESS",0,8,1
2022,42,96,"백호","Absolute Zero","No Rules","","No Rules",0,8,1
2022,42,116,"박지훈","THE ANSWER","NITRO","","NITRO",0,5,1
2022,42,122,"그리즐리 (Grizzly)","Beige coat","Beige coat","","Beige coat",0,10,1
2022,42,162,"벤 (Ben)","늘..(Waiting..)","늘..(Waiting..)","늘","",1,0,1
2022,43,1,"지코 (ZICO)","스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","새삥","새삥","",2,0,0
2022,43,9,"테이 (Tei)","Monologue","Monologue","","Monologue",0,9,1
2022,43,77,"(여자)아이들","I love","LOVE","","LOVE",0,4,1
2022,43,81,"권진아","진심이었던 사람만 바보가 돼","진심이었던 사람만 바보가 돼","진심이었던 사람만 바보가 돼","",15,0,0
2022,43,88,"로이킴","그때로 돌아가","그때로 돌아가","그때로 돌아가","",7,0,0
2022,43,97,"(여자)아이들","I love","Change","","Change",0,6,1
2022,43,124,"규현 (KYUHYUN)","The 1st Mini Album `광화문에서 (At Gwanghwamun)`","광화문에서 (At Gwanghwamun)","광화문에서","",5,0,1
2022,43,127,"버즈 (Buzz)","Morning Of Buzz","Monologue","","Monologue",0,9,1
2022,43,129,"(여자)아이들","I love","Reset","","Reset",0,5,1
2022,43,141,"릴러말즈 (Leellamarz)","MaRz&B","Number)","","Number",0,6,1
2022,43,144,"(여자)아이들","I love","조각품","조각품","",3,0,0
2022,43,146,"비 (Rain)","DOMESTIC","DOMESTIC (팔각정)","","DOMESTIC",0,8,1
2022,43,147,"(여자)아이들","I love","DARK (X-file)","","DARK",0,4,1
2022,43,149,"LE SSERAFIM (르세라핌)","ANTIFRAGILE","No Celestial","","No Celestial",0,12,1
2022,43,154,"LE SSERAFIM (르세라핌)","ANTIFRAGILE","Good Parts (when the quality is bad but I am)","","Good Parts",0,10,1
2022,43,159,"허각, 신용재, 김원주 (2F), 임한별, 손동운, 주호, 김희재","My First Love (나와 결혼해 줄래요)","My First Love (나와 결혼해 줄래요)","","My First Love",0,13,1
2022,43,187,"태연 (TAEYEON)","11:11","11:11","","",0,0,0
2022,44,1,"(여자)아이들","I love","Nxde","","Nxde",0,4,1
2022,44,49,"NMIXX","ENTWURF","DICE","","DICE",0,4,1
2022,44,90,"기현 (몬스타엑스)","YOUTH","Youth","","Youth",0,5,1
2022,44,109,"KCM","사랑아","사랑아","사랑아","",3,0,0
2022,44,116,"이찬혁","ERROR","파노라마","파노라마","",4,0,0
2022,44,122,"신예영","오늘 밤이 지나면","오늘 밤이 지나면","오늘 밤이 지나면","",9,0,0
2022,44,140,"황치열","그대는 날 잊고 잘 지내나요","그대는 날 잊고 잘 지내나요 (I Still Miss You)","그대는 날 잊고 잘 지내나요","",15,0,1
2022,44,193,"LE SSERAFIM (르세라핌)","FEARLESS","Blue Flame","","Blue Flame",0,10,1
2022,44,200,"로이킴","그리고","괜찮을거야","괜찮을거야","",5,0,0
2022,45,1,"(여자)아이들","I love","Nxde","","Nxde",0,4,1
2022,45,9,"테이 (Tei)","Monologue","Monologue","","Monologue",0,9,1
2022,45,40,"진 (JIN)","The Astronaut","The Astronaut","","The Astronaut",0,13,1
2022,45,53,"이영현","그래서 그대는","그래서 그대는","그래서 그대는","",7,0,0
2022,45,57,"김나영","못해 (Re : WIND 4MEN Vol.02)","못해","못해","",2,0,0
2022,45,143,"노을","스물","우리가 남이 된다면","우리가 남이 된다면","",10,0,0
2022,45,145,"박봄","Remembered","Remembered","","Remembered",0,10,1
2022,46,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,46,9,"테이 (Tei)","Monologue","Monologue","","Monologue",0,9,1
2022,46,13,"BE`O (비오)","FIVE SENSES","자격지심","자격지심","",4,0,0
2022,46,18,"#안녕","해요 (2022)","해요 (2022)","해요","",2,0,0
2022,46,38,"하이라이트(Highlight)","AFTER SUNSET","Alone","","Alone",0,5,1
2022,46,113,"스트레이 (The Stray)","달","달","달","",1,0,0
2022,46,123,"저스디스 (JUSTHIS), R.Tee","쇼미더머니 11 Episode 0","SUN GOES DOWN","","SUN GOES DOWN",0,13,1
2022,46,126,"이무진","개똥벌레 (영화 `동감` X 이무진) OST","개똥벌레 (영화 `동감` X 이무진)","개똥벌레","",4,0,1
2022,46,127,"먼데이 키즈 (Monday Kiz)","집에 돌아가는 길 외롭다","집에 돌아가는 길 외롭다","집에 돌아가는 길 외롭다","",13,0,0
2022,46,137,"허각","구해줘","구해줘","구해줘","",3,0,0
2022,46,157,"ASH ISLAND","Everything","Everything","","Everything",0,10,1
2022,46,173,"하이라이트(Highlight)","AFTER SUNSET","PAPER CUT","","PAPER CUT",0,9,1
2022,46,180,"포맨 (4MEN)","The 3rd Generation (Special Album)","못해","못해","",2,0,0
2022,46,183,"하이라이트(Highlight)","AFTER SUNSET","S.I.L.Y (Say I Love You)","","S I L Y",0,7,1
2022,46,196,"하이라이트(Highlight)","AFTER SUNSET","PRIVACY","","PRIVACY",0,7,1
2022,47,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,47,2,"임영웅","Polaroid","London Boy","","London Boy",0,10,1
2022,47,3,"임영웅","Polaroid","Polaroid","","Polaroid",0,8,1
2022,47,34,"잔나비","전설","주저하는 연인들을 위해","주저하는 연인들을 위해","",12,0,0
2022,47,40,"임한별","떠나보낼 준비해 둘걸 그랬어","떠나보낼 준비해 둘걸 그랬어","떠나보낼 준비해 둘걸 그랬어","",15,0,0
2022,47,67,"길구봉구","모든 계절은 너였다","모든 계절은 너였다","모든 계절은 너였다","",10,0,0
2022,47,100,"이예준","살다가 한번쯤 (Re : WIND 4MEN Vol.03)","살다가 한번쯤","살다가 한번쯤","",7,0,0
2022,47,105,"성시경","오랫동안 (커튼콜 OST Part.5)","오랫동안","오랫동안","",4,0,0
2022,47,130,"윤하","편지 (영화 `동감` X 윤하 (YOUNHA)) OST","편지 (영화 `동감` X 윤하 (YOUNHA))","편지","",2,0,1
2022,47,138,"주호","너야","너야","너야","",2,0,0
2022,47,164,"허각","압구정로데오","압구정로데오","압구정로데오","",6,0,0
2022,47,184,"유아","SELFISH","Selfish","","Selfish",0,7,1
2022,47,190,"정은지","log","나에게로 떠나는 여행","나에게로 떠나는 여행","",11,0,0
2022,47,194,"tripleS (트리플에스)","Acid Angel from Asia ＜ACCESS＞","Generation","","Generation",0,10,1
2022,48,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,48,2,"LE SSERAFIM (르세라핌)","ANTIFRAGILE","ANTIFRAGILE","","ANTIFRAGILE",0,11,1
2022,48,36,"백아","첫사랑","첫사랑","첫사랑","",3,0,0
2022,48,44,"경서","고백연습","고백연습","고백연습","",4,0,0
2022,48,71,"V.O.S","나는 너였다","나는 너였다","나는 너였다","",6,0,0
2022,48,92,"강다니엘","The Story : RETOLD","Nirvana","","Nirvana",0,7,1
2022,48,130,"비비(BIBI)","Lowlife Princess: Noir","나쁜X","나쁜","X",2,1,1
2022,48,140,"LE SSERAFIM (르세라핌)","ANTIFRAGILE","Impurities","","Impurities",0,10,1
2022,48,145,"오반 (OVAN)","주연","열두시땡","열두시땡","",4,0,0
2022,48,151,"비비(BIBI)","Sweet Sorrow of Mother","불륜","불륜","",2,0,0
2022,48,157,"지아 (Zia)","오늘부터 1일 (지아 X Prod. 박정욱)","오늘부터 1일","오늘부터  일","",7,0,0
2022,48,164,"박진영","Groove Missing","Groove Back","","Groove Back",0,11,1
2022,48,175,"HYNN(박혜원)","First of all","이별이란 어느 별에","이별이란 어느 별에","",10,0,0
2022,49,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,49,2,"LE SSERAFIM (르세라핌)","ANTIFRAGILE","ANTIFRAGILE","","ANTIFRAGILE",0,11,1
2022,49,18,"#안녕","해요 (2022)","해요 (2022)","해요","",2,0,0
2022,49,23,"Red Velvet","‘The ReVe Festival 2022 - Birthday’","Birthday","","Birthday",0,8,1
2022,49,36,"백아","첫사랑","첫사랑","첫사랑","",3,0,0
2022,49,94,"탑현","내 세상은 너로 가득해","내 세상은 너로 가득해","내 세상은 너로 가득해","",12,0,0
2022,49,108,"이승윤","웃어주었어","웃어주었어","웃어주었어","",5,0,0
2022,49,110,"케이시 (Kassy)","추운날","찬바람이 불어오네요","찬바람이 불어오네요","",10,0,0
2022,49,120,"Red Velvet","‘The ReVe Festival 2022 - Birthday’","롤러코스터 (On A Ride)","롤러코스터","",5,0,1
2022,49,127,"펀치 (Punch)","이 밤이 가면 그대 올까요","이 밤이 가면 그대 올까요","이 밤이 가면 그대 올까요","",14,0,0
2022,49,134,"양다일","괴로워","괴로워","괴로워","",3,0,0
2022,49,151,"이승윤","웃어주었어","말로장생","말로장생","",4,0,0
2022,49,152,"이승윤","웃어주었어","한 모금의 노래","한 모금의 노래","",8,0,0
2022,49,155,"Red Velvet","‘The ReVe Festival 2022 - Birthday’","BYE BYE","","BYE BYE",0,7,1
2022,49,161,"Red Velvet","‘The ReVe Festival 2022 - Birthday’","ZOOM","","ZOOM",0,4,1
2022,49,169,"임한별","길을 잃었다","길을 잃었다","길을 잃었다","",6,0,0
2022,49,173,"RM (BTS- Rap Monster)","Indigo","Yun (with Erykah Badu)","","Yun",0,3,1
2022,49,189,"Red Velvet","‘The ReVe Festival 2022 - Birthday’","Celebrate","","Celebrate",0,9,1
2022,49,191,"RM (BTS- Rap Monster)","Indigo","건망증 (with 김사월)","건망증","",3,0,1
2022,49,195,"RM (BTS- Rap Monster)","Indigo","Closer (with Paul Blanco, Mahalia)","","Closer",0,6,1
2022,49,199,"정동원","사내[MAN]","뱃놀이","뱃놀이","",3,0,0
2022,50,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,50,2,"NewJeans","1st EP `New Jeans`","Hype boy","","Hype boy",0,8,1
2022,50,3,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los","쇼미더머니 11 Episode 1","마이웨이","마이웨이","",4,0,0
2022,50,7,"정국, BTS","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Dreamers","","Dreamers",0,8,1
2022,50,13,"카라 (KARA)","MOVE AGAIN","WHEN I MOVE","","WHEN I MOVE",0,11,1
2022,50,15,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang","쇼미더머니 11 Episode 1","위하여","위하여","",3,0,0
2022,50,19,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE","쇼미더머니 11 Episode 1","WE","","WE",0,2,1
2022,50,43,"엠씨더맥스 (M.C the MAX)","흩어지지 않게","흩어지지 않게","흩어지지 않게","",7,0,0
2022,50,44,"릴러말즈 (Leellamarz), 크루셜스타 (Crucial Star), QM, 김재욱, NSW yoon, 다민이 (DAMINI)","쇼미더머니 11 Episode 1","아저씨","아저씨","",3,0,0
2022,50,49,"RM (BTS- Rap Monster)","Indigo","들꽃놀이 (with 조유진)","들꽃놀이","",4,0,1
2022,50,89,"ITZY (있지)","CHESHIRE","Cheshire","","Cheshire",0,8,1
2022,50,94,"민호 (MINHO)","CHASE - The 1st Mini Album","놓아줘 (Chase)","놓아줘","",3,0,1
2022,50,108,"카라 (KARA)","3rd Album STEP","STEP","","STEP",0,4,1
2022,50,126,"서인국","Fallen","Fallen","","Fallen",0,6,1
2022,50,139,"전상근","어느 날에도, 어떤 날에도","어느 날에도, 어떤 날에도","어느 날에도  어떤 날에도","",14,0,0
2022,50,157,"RM (BTS- Rap Monster)","Indigo","Still Life (with Anderson .Paak)","","Still Life",0,10,1
2022,50,159,"RM (BTS- Rap Monster)","Indigo","All Day (with Tablo)","","All Day",0,7,1
2022,50,161,"김기태","계절을 돌고 돌아","계절을 돌고 돌아","계절을 돌고 돌아","",9,0,0
2022,50,169,"카라 (KARA)","루팡 (Lupin)","루팡 (Lupin)","루팡","",2,0,1
2022,50,170,"엠씨더맥스 (M.C the MAX)","흩어지지 않게","안녕을","안녕을","",3,0,0
2022,50,181,"RM (BTS- Rap Monster)","Indigo","No.2 (with 박지윤)","","No",0,2,1
2022,51,1,"윤하","6th Album Repackage `END THEORY : Final Edition`","사건의 지평선","사건의 지평선","",7,0,0
2022,51,2,"NewJeans","1st EP `New Jeans`","Hype boy","","Hype boy",0,8,1
2022,51,24,"주호","잘가요","잘가요","잘가요","",3,0,0
2022,51,32,"경서예지, 전건호","그 겨울이 잠든 거리에서 (경서예지 x 전건호)","그 겨울이 잠든 거리에서","그 겨울이 잠든 거리에서","",13,0,0
2022,51,53,"노윤하","쇼미더머니 11 Episode 2","Flick, 김하온","김하온","Flick",3,5,1
2022,51,78,"헤이즈 (Heize)","Themselves Chapter. 2","그날의 그대여","그날의 그대여","",7,0,0
2022,51,82,"먼데이 키즈 (Monday Kiz)","추억 일기","추억 일기","추억 일기","",5,0,0
2022,51,96,"유림","추억때문에","추억때문에","추억때문에","",5,0,0
2022,51,101,"정승환","겨울이 좋아졌어","겨울이 좋아졌어","겨울이 좋아졌어","",8,0,0
2022,51,115,"이석훈, 윤하, CIX (씨아이엑스), 시그니처 (cignature), EPEX (이펙스)","C9 Single Album `2022 C9 Christmas`","메리 메리 크리스마스","메리 메리 크리스마스","",11,0,0
2022,51,121,"QM","쇼미더머니 11 Episode 2","COME TO MY STU)","","COME TO MY STU",0,14,1
2022,51,177,"자정","슬픈 눈사람","슬픈 눈사람 (with KCM)","슬픈 눈사람","",6,0,1
2022,52,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2022,52,3,"NCT DREAM","Candy - Winter Special Mini Album","Candy","","Candy",0,5,1
2022,52,4,"이영지","쇼미더머니 11 Episode 3","NOT SORRY","","NOT SORRY",0,9,1
2022,52,17,"던말릭 (Don Malik)","쇼미더머니 11 Episode 3","눈)","눈","",1,0,0
2022,52,29,"EXO","겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`","첫 눈","첫 눈","",3,0,0
2022,52,33,"KHAN","쇼미더머니 11 Episode 3","나침반)","나침반","",3,0,0
2022,52,54,"NCT DREAM","Candy - Winter Special Mini Album","Graduation","","Graduation",0,10,1
2022,52,59,"NSW yoon","쇼미더머니 11 Episode 3","으리으리","으리으리","",4,0,0
2022,52,71,"SG워너비, 브라운 아이드 걸스","SG워너비 ＆ 브라운 아이드 걸스","Must Have Love","","Must Have Love",0,14,1
2022,52,73,"NCT DREAM","Candy - Winter Special Mini Album","Tangerine Love (Favorite)","","Tangerine Love",0,14,1
2022,52,83,"NCT DREAM","Candy - Winter Special Mini Album","발자국 (Walk With You)","발자국","",3,0,1
2022,52,87,"NCT DREAM","Candy - Winter Special Mini Album","문 (Moon)","문","",1,0,1
2022,52,92,"NCT DREAM","Candy - Winter Special Mini Album","입김 (Take My Breath)","입김","",2,0,1
2022,52,94,"Blase (블라세)","쇼미더머니 11 Episode 3","Holiday, 기리보이)","기리보이","Holiday",4,7,1
2022,52,97,"잠비노 (Jambino)","쇼미더머니 11 Episode 3","BINGO","","BINGO",0,5,1
2022,52,109,"허성현 (Huh)","쇼미더머니 11 Episode 3","펄펄","펄펄","",2,0,0
2022,52,113,"Red Velvet, aespa","2022 Winter SMTOWN : SMCU PALACE","Beautiful Christmas","","Beautiful Christmas",0,19,1
2022,52,122,"토이고 (toigo)","쇼미더머니 11 Episode 3","BLUE CHECK","","BLUE CHECK",0,10,1
2022,52,153,"NCT DREAM","JOY - SM STATION","JOY","","JOY",0,3,1
2022,52,169,"EXO","겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`","12월의 기적 (Miracles in December)","월의 기적","",5,0,1
2022,52,179,"디셈버 (December)","너에게 다줄게","너에게 다줄게","너에게 다줄게","",7,0,0
2022,52,184,"리아 (ITZY)","환혼: 빛과 그림자 OST Part 1","푸른꽃","푸른꽃","",3,0,0
2022,52,188,"폴킴","재벌집 막내아들 OST Part 6","기적 같은 너","기적 같은 너","",7,0,0
2022,52,194,"이보람, 펀치 (Punch), 백예빈","크리스마스에는","크리스마스에는","크리스마스에는","",7,0,0
2023,1,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2023,1,15,"성시경","별에서 온 그대 OST Part 7","너의 모든 순간","너의 모든 순간","",8,0,0
2023,1,35,"허성현 (Huh)","쇼미더머니 11 Semi Final","미운오리새끼","미운오리새끼","",6,0,0
2023,1,51,"성시경","나얼 (Naul) ＜Ballad Pop City＞","아픈 나를","아픈 나를","",5,0,0
2023,1,60,"던말릭 (Don Malik)","쇼미더머니 11 Semi Final","빡, 저스디스","빡  저스디스","",7,0,0
2023,1,67,"테이 (Tei)","이 소설의 끝을 다시 써보려 해","이 소설의 끝을 다시 써보려 해","이 소설의 끝을 다시 써보려 해","",17,0,0
2023,1,70,"이영지","쇼미더머니 11 Semi Final","WITCH","","WITCH",0,5,1
2023,1,90,"문빈&산하","INCENSE","Madness","","Madness",0,7,1
2023,1,93,"이영지","쇼미더머니 11 Final","DEJAVU","","DEJAVU",0,6,1
2023,1,110,"백예린","New Year","Fuckin′ New Year","","Fuckin  New Year",0,16,1
2023,1,113,"에일리 (Ailee)","환혼: 빛과 그림자 OST Part 3","I`m Sorry","","I m Sorry",0,9,1
2023,1,136,"이영지","쇼미더머니 11 Final","HUG","","HUG",0,3,1
2023,1,137,"백예린","New Year","Big world","","Big world",0,9,1
2023,1,143,"이승윤","비싼 숙취","비싼 숙취","비싼 숙취","",5,0,0
2023,1,157,"허성현 (Huh)","쇼미더머니 11 Final","Way up)","","Way up",0,6,1
2023,1,163,"#안녕","몇 번의 이별","몇 번의 이별","몇 번의 이별","",7,0,0
2023,1,191,"허성현 (Huh)","쇼미더머니 11 Final","See you !)","","See you",0,7,1
2023,1,192,"Blase (블라세)","쇼미더머니 11 Final","Diamonds, Spray)","","Diamonds  Spray",0,15,1
2023,2,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2023,2,2,"NewJeans","`OMG`","OMG","","OMG",0,3,1
2023,2,15,"몬스타엑스","REASON","Beautiful Liar","","Beautiful Liar",0,14,1
2023,2,20,"송하예","그대를 알고","그대를 알고","그대를 알고","",6,0,0
2023,2,96,"마크툽 (Maktub)","눈의 꽃 (雪の華)","눈의 꽃 (雪の華)","눈의 꽃","",4,0,0
2023,2,117,"몬스타엑스","REASON","Daydream","","Daydream",0,8,1
2023,2,118,"SF9 (에스에프나인)","THE PIECE OF9","Puzzle","","Puzzle",0,6,1
2023,2,122,"몬스타엑스","REASON","LONE RANGER","","LONE RANGER",0,11,1
2023,2,124,"몬스타엑스","REASON","춤사위 (Crescendo)","춤사위","",3,0,1
2023,2,125,"Sondia","나의 아저씨 OST Part 2","어른","어른","",2,0,0
2023,2,126,"몬스타엑스","REASON","Deny","","Deny",0,4,1
2023,2,131,"몬스타엑스","REASON","괜찮아","괜찮아","",3,0,0
2023,2,167,"전상근, YUICHIRO","사랑했어","사랑했어","사랑했어","",4,0,0
2023,2,199,"허윤진","I ≠ DOLL","I ≠ DOLL","","I   DOLL",0,8,1
2023,3,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2023,3,2,"NewJeans","`OMG`","OMG","","OMG",0,3,1
2023,3,5,"태양","VIBE","VIBE","","VIBE",0,4,1
2023,3,20,"최유리","그댄 행복에 살텐데 (2022)","그댄 행복에 살텐데 (2022)","그댄 행복에 살텐데","",10,0,0
2023,3,26,"우디(Woody)","Say I Love You (Re : WIND 4MEN Vol.04)","Say I Love You","","Say I Love You",0,14,1
2023,3,48,"양다일","사랑해도 될까요","사랑해도 될까요","사랑해도 될까요","",8,0,0
2023,3,68,"김연지","가슴으로 운다","가슴으로 운다","가슴으로 운다","",7,0,0
2023,3,71,"YENA(최예나)","Love War","Love War","","Love War",0,8,1
2023,3,80,"GOT the beat","Stamp On It - The 1st Mini Album","Stamp On It","","Stamp On It",0,11,1
2023,3,188,"나얼 (Naul)","Soul Pop City","I Still Love You","","I Still Love You",0,16,1
2023,4,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2023,4,2,"NewJeans","`OMG`","OMG","","OMG",0,3,1
2023,4,26,"우디(Woody)","Say I Love You (Re : WIND 4MEN Vol.04)","Say I Love You","","Say I Love You",0,14,1
2023,4,30,"윤하","6th Album `END THEORY`","오르트구름","오르트구름","",5,0,0
2023,4,50,"김호중, 송가인","당신을 만나","당신을 만나","당신을 만나","",6,0,0
2023,4,88,"이승윤","꿈의 거처","꿈의 거처","꿈의 거처","",5,0,0
2023,4,94,"BIG Naughty (서동현)","사랑의 이해 OST Part.5","손을 마주 잡고","손을 마주 잡고","",8,0,0
2023,4,152,"TWICE","READY TO BE","MOONLIGHT SUNRISE","","MOONLIGHT SUNRISE",0,17,1
2023,4,170,"웬디 (WENDY), 멜로망스(MeloMance)","안부 (Miracle) - SM STATION","안부 (Miracle)","안부","",2,0,1
2023,4,181,"주시크 (Joosiq)","나는 설렜어","나는 설렜어","나는 설렜어","",6,0,0
2023,5,1,"NCT 127","Ay-Yo - The 4th Album Repackage","Ay-Yo","","Ay Yo",0,5,1
2023,5,11,"투모로우바이투게더","이름의 장: TEMPTATION","Sugar Rush Ride","","Sugar Rush Ride",0,15,1
2023,5,19,"신예영","마지막 사랑","마지막 사랑","마지막 사랑","",6,0,0
2023,5,42,"BIG Naughty (서동현)","친구로 지내다 보면","친구로 지내다 보면","친구로 지내다 보면","",10,0,0
2023,5,65,"투모로우바이투게더","이름의 장: TEMPTATION","Devil by the Window","","Devil by the Window",0,19,1
2023,5,79,"투모로우바이투게더","이름의 장: TEMPTATION","네버랜드를 떠나며","네버랜드를 떠나며","",9,0,0
2023,5,84,"투모로우바이투게더","이름의 장: TEMPTATION","Tinnitus (돌멩이가 되고 싶어)","","Tinnitus",0,8,1
2023,5,86,"투모로우바이투게더","이름의 장: TEMPTATION","Happy Fools","","Happy Fools",0,11,1
2023,5,124,"에픽하이 (EPIK HIGH)","Strawberry","Catch","","Catch",0,5,1
2023,5,126,"경서","사랑의 이해 OST Part.7","Wonder Why","","Wonder Why",0,10,1
2023,5,127,"NCT 127","Ay-Yo - The 4th Album Repackage","Skyscraper (摩天樓; 마천루)","","Skyscraper",0,10,1
2023,5,138,"빈지노 (Beenzino)","Trippy","Trippy","","Trippy",0,6,1
2023,5,151,"VIVIZ (비비지)","The 3rd Mini Album `VarioUS`","PULL UP","","PULL UP",0,7,1
2023,5,153,"거미","그댈 위한 노래","그댈 위한 노래","그댈 위한 노래","",8,0,0
2023,5,167,"투모로우바이투게더","혼돈의 장: FIGHT OR ESCAPE","교환일기 (두밧두 와리와리)","교환일기","",4,0,0
2023,6,1,"NewJeans","`OMG`","Ditto","","Ditto",0,5,1
2023,6,2,"NewJeans","`OMG`","OMG","","OMG",0,3,1
2023,6,5,"부석순 (SEVENTEEN)","1st Single Album `SECOND WIND`","파이팅 해야지","파이팅 해야지","",7,0,0
2023,6,19,"신예영","마지막 사랑","마지막 사랑","마지막 사랑","",6,0,0
2023,6,42,"태연 (TAEYEON)","나얼 (Naul) ＜Ballad Pop City＞","혼자서 걸어요)","혼자서 걸어요","",7,0,0
2023,6,49,"부석순 (SEVENTEEN)","1st Single Album `SECOND WIND`","7시에 들어줘","시에 들어줘","",6,0,0
2023,6,65,"부석순 (SEVENTEEN)","1st Single Album `SECOND WIND`","LUNCH","","LUNCH",0,5,1
2023,6,80,"성시경","국화꽃향기 OST","희재","희재","",2,0,0
2023,6,89,"10cm","Remake 1.0","우리가 맞다는 대답을 할 거예요 (@leekangseung111)","우리가 맞다는 대답을 할 거예요","",17,0,1
2023,6,105,"NCT 127","Ay-Yo - The 4th Album Repackage","DJ","","DJ",0,2,1
